example_id,label,mean_prob,min_prob
74,grounded,0.46728515625,1.0788440704345703e-05
74,hallucinated,0.7724609375,1.4901161193847656e-06
75,grounded,0.66650390625,0.0
75,hallucinated,0.60205078125,5.960464477539063e-08
76,grounded,0.66748046875,0.0018720626831054688
76,hallucinated,0.25439453125,3.6954879760742188e-06
77,grounded,0.73583984375,6.198883056640625e-06
77,hallucinated,0.398193359375,6.198883056640625e-06
78,grounded,0.5615234375,0.12347412109375
78,hallucinated,0.7509765625,5.072355270385742e-05
79,grounded,0.73046875,0.191162109375
79,hallucinated,0.5947265625,0.0
80,grounded,0.017181396484375,0.017181396484375
80,hallucinated,0.68994140625,0.0
81,grounded,0.75732421875,0.276123046875
81,hallucinated,0.41796875,5.960464477539063e-08
82,grounded,0.66552734375,0.0003619194030761719
82,hallucinated,0.75146484375,0.00284576416015625
83,grounded,0.9912109375,0.96630859375
83,hallucinated,0.70703125,0.0
84,grounded,0.8740234375,7.671117782592773e-05
84,hallucinated,0.81787109375,6.556510925292969e-07
85,grounded,0.66943359375,0.00870513916015625
85,hallucinated,0.325439453125,0.0005564689636230469
86,grounded,0.0122833251953125,7.998943328857422e-05
86,hallucinated,0.5234375,0.0
87,grounded,0.0001170039176940918,0.0001170039176940918
87,hallucinated,0.6435546875,2.980232238769531e-07
88,grounded,0.5224609375,0.0018663406372070312
88,hallucinated,0.62548828125,2.1457672119140625e-06
89,grounded,0.0,0.0
89,hallucinated,0.340087890625,5.960464477539063e-08
90,grounded,0.67822265625,0.034088134765625
90,hallucinated,0.488037109375,0.0016088485717773438
91,grounded,0.9375,0.8125
91,hallucinated,0.64892578125,2.0682811737060547e-05
92,grounded,0.85693359375,0.0
92,hallucinated,0.64208984375,7.748603820800781e-07
93,grounded,0.84033203125,0.0419921875
93,hallucinated,0.466064453125,3.0994415283203125e-06
94,grounded,0.75048828125,0.002216339111328125
94,hallucinated,0.36865234375,0.0
95,grounded,0.75,0.00010079145431518555
95,hallucinated,0.615234375,5.364418029785156e-07
96,grounded,0.52294921875,0.0009860992431640625
96,hallucinated,0.322265625,7.152557373046875e-07
97,grounded,0.814453125,0.082275390625
97,hallucinated,0.8115234375,0.0
98,grounded,0.458984375,2.2649765014648438e-06
98,hallucinated,0.416259765625,0.0011606216430664062
99,grounded,0.85791015625,0.29150390625
99,hallucinated,0.48974609375,0.0034542083740234375
100,grounded,0.6474609375,0.294677734375
100,hallucinated,0.78955078125,0.0049896240234375
101,grounded,0.82861328125,0.00460052490234375
101,hallucinated,0.759765625,6.556510925292969e-07
102,grounded,0.00041365623474121094,0.00041365623474121094
102,hallucinated,0.5458984375,7.748603820800781e-07
103,grounded,5.21540641784668e-05,5.21540641784668e-05
103,hallucinated,0.59033203125,0.0
104,grounded,0.888671875,1.7881393432617188e-07
104,hallucinated,0.7998046875,6.556510925292969e-07
105,grounded,0.82421875,0.022003173828125
105,hallucinated,0.75244140625,0.0
106,grounded,0.75,1.7881393432617188e-07
106,hallucinated,0.59912109375,1.1920928955078125e-07
107,grounded,0.8876953125,0.0
107,hallucinated,0.71728515625,2.8312206268310547e-05
108,grounded,0.703125,0.57763671875
108,hallucinated,0.71728515625,6.318092346191406e-06
109,grounded,0.63671875,0.273681640625
109,hallucinated,0.771484375,3.5762786865234375e-06
110,grounded,0.9775390625,0.95458984375
110,hallucinated,0.75439453125,3.6597251892089844e-05
111,grounded,0.6279296875,0.026214599609375
111,hallucinated,0.418701171875,0.00019085407257080078
112,grounded,0.5,0.0
112,hallucinated,0.791015625,0.002002716064453125
113,grounded,0.8251953125,0.3037109375
113,hallucinated,0.76806640625,1.1920928955078125e-07
114,grounded,0.0220794677734375,0.0220794677734375
114,hallucinated,0.83935546875,0.0
115,grounded,0.85693359375,1.1920928955078125e-07
115,hallucinated,0.295166015625,0.0
116,grounded,0.499267578125,5.91278076171875e-05
116,hallucinated,0.595703125,2.384185791015625e-07
117,grounded,0.55224609375,0.1041259765625
117,hallucinated,0.84814453125,0.0
